trial_index,target_freq_hz,channel,frequency_hz,exact_amp_uv,exact_snr_db,is_posterior
1,14.0,PO3,9.0,0.12788379746099557,1.4342034299450288,True
1,14.0,PO4,9.0,0.17411449954414135,2.1005076636831257,True
1,14.0,PO6,9.0,0.19579518826067097,2.936072509889281,False
1,14.0,FT7,9.0,0.15235972441904894,-2.371739791586477,False
1,14.0,TP7,9.0,0.10964976701708323,-3.8228295268665557,False
1,14.0,TP8,9.0,0.2254605895123435,5.79140290428117,False
1,14.0,PO7,9.0,0.14063481872768466,1.4529799646361652,True
1,14.0,PO8,9.0,0.44822918276755735,6.848532231613083,True
1,14.0,Fpz,14.0,0.32069986426651576,7.117648113432377,False
1,14.0,Fp2,14.0,0.29576417074589584,8.3147861160191,False
1,14.0,F3,14.0,0.32489363152764944,9.093300282795907,False
1,14.0,Fz,14.0,0.3331772730532387,10.061455342573598,False
1,14.0,F4,14.0,0.21385661575348922,7.752825208161823,False
1,14.0,F8,14.0,0.2914604062098291,8.365817481530177,False
1,14.0,FC1,14.0,0.3538887286979804,15.305403932691402,False
1,14.0,FC2,14.0,0.2547748204159064,12.399867418412393,False
1,14.0,FC6,14.0,0.23394671642283774,6.709491169851892,False
1,14.0,T7,14.0,0.29666798814625234,10.519934854141646,False
1,14.0,C3,14.0,0.2395524362290055,12.095514725715443,False
1,14.0,Cz,14.0,0.1719657813872305,6.069934141153749,False
1,14.0,C4,14.0,0.21920967215014678,0.6781005984126192,False
1,14.0,T8,14.0,0.08062732479188986,-3.8477703265577414,False
1,14.0,CP5,14.0,0.16016065086146788,2.494904721644506,False
1,14.0,CP1,14.0,0.11111678584115693,7.586053715154457,False
1,14.0,CP6,14.0,0.15859183506241412,2.709016561073278,False
1,14.0,P7,14.0,0.15343184414005734,4.033585886844861,True
1,14.0,P3,14.0,0.1796677716473618,5.607717432735468,True
1,14.0,Pz,14.0,0.2221540339040913,5.913984158159925,True
1,14.0,P4,14.0,0.28181773630344237,14.839906140041009,True
1,14.0,P8,14.0,0.21207854739165377,7.475153268722222,True
1,14.0,POz,14.0,0.4686988329732393,14.317242256426317,True
1,14.0,O1,14.0,0.9494202819789664,15.738925671968776,True
1,14.0,Oz,14.0,0.9337699231802594,15.77814920151599,True
1,14.0,O2,14.0,0.6204165493461922,12.552248855609548,True
1,14.0,AF7,14.0,0.346619770427545,5.468331299718395,False
1,14.0,AF3,14.0,0.3290022908282998,6.356334746637923,False
1,14.0,AF4,14.0,0.3226182724359369,9.421896198237096,False
1,14.0,AF8,14.0,0.3162863074678192,8.253510653578074,False
1,14.0,F1,14.0,0.3293111841246069,10.517652472164619,False
1,14.0,F2,14.0,0.2183431743241926,8.204960741804681,False
1,14.0,F6,14.0,0.2850430374727364,8.200098827909283,False
1,14.0,FC3,14.0,0.2594941956059493,10.571439465451547,False
1,14.0,FCz,14.0,0.22773820558550797,10.221680672673264,False
1,14.0,FC4,14.0,0.15355856414226118,7.023796797961799,False
1,14.0,C5,14.0,0.21233497308001278,5.8183776474671935,False
1,14.0,C1,14.0,0.19793437500701555,6.790329623353939,False
1,14.0,C2,14.0,0.06594178152791885,0.7570204836161716,False
1,14.0,C6,14.0,0.12448229719276613,5.022212948733131,False
1,14.0,CP3,14.0,0.1067228786005347,2.755566868368513,False
1,14.0,CPz,14.0,0.11470803836794756,3.609292484242825,False
1,14.0,CP4,14.0,0.1532251584103661,7.515458347999665,False
1,14.0,P5,14.0,0.0883635726608206,-0.338154506892969,True
1,14.0,P1,14.0,0.21073000106082534,9.380263263009322,False
1,14.0,P2,14.0,0.26817548442678885,2.4742091774422525,False
1,14.0,PO5,14.0,0.5375716672535673,14.376226002371212,False
1,14.0,PO3,14.0,0.5520971618257641,14.221412658636588,True
1,14.0,PO4,14.0,0.44720109476720904,12.675026608623657,True
1,14.0,PO6,14.0,0.4528987810966655,13.977096524068415,False
1,14.0,FT7,14.0,0.3810433928268584,8.782333893476169,False
1,14.0,TP7,14.0,0.19289596263244765,6.368037472515287,False
1,14.0,TP8,14.0,0.06587828648955184,-2.0355722506015366,False
1,14.0,PO7,14.0,0.5398409940409064,14.096699413232185,True
1,14.0,PO8,14.0,0.453673228857813,10.900702164128926,True
1,14.0,Fpz,18.0,0.14849943480841796,4.16024506486819,False
1,14.0,Fp2,18.0,0.14289590795589496,5.735178482972262,False
1,14.0,F3,18.0,0.1455763175825252,3.2302297412727583,False
1,14.0,Fz,18.0,0.13145797927460665,3.037344611530381,False
1,14.0,F4,18.0,0.18689335686205336,4.666414347229953,False
1,14.0,F8,18.0,0.056410638158477425,-3.322240277108535,False
1,14.0,FC1,18.0,0.06051429789055355,-3.2623938010600773,False
1,14.0,FC2,18.0,0.11439255266693202,2.873304031274595,False
1,14.0,FC6,18.0,0.16168908622584058,0.41290796278512815,False
1,14.0,T7,18.0,0.09888519621225844,-2.6089236231272404,False
1,14.0,C3,18.0,0.02985549479485585,-7.479855994474508,False
1,14.0,Cz,18.0,0.06672492405119244,0.3338928625592105,False
1,14.0,C4,18.0,0.17072954550257163,4.1571478934620085,False
1,14.0,T8,18.0,0.13968497314281356,2.8458183172507585,False
1,14.0,CP5,18.0,0.10903459610690032,1.098143111128246,False
1,14.0,CP1,18.0,0.035069421061891114,-2.9813676078614044,False
1,14.0,CP6,18.0,0.03333706460318543,-9.119511698585193,False
1,14.0,P7,18.0,0.0853994141259152,-5.380603453044759,True
1,14.0,P3,18.0,0.1312171916527014,4.467018692699877,True
1,14.0,Pz,18.0,0.06484139447888825,-4.533544349414155,True
1,14.0,P4,18.0,0.12295208521048666,3.3411381488172975,True
1,14.0,P8,18.0,0.03982798405287159,-2.170568640033123,True
1,14.0,POz,18.0,0.11307591501846684,3.734186452425408,True
1,14.0,O1,18.0,0.19975885013397862,4.633562282754473,True
1,14.0,Oz,18.0,0.25886095140870685,7.375365360762655,True
1,14.0,O2,18.0,0.26827763199012145,9.216896602867767,True
1,14.0,AF7,18.0,0.12727946913999938,4.318362545830293,False
1,14.0,AF3,18.0,0.15045504236180138,3.647547382651062,False
1,14.0,AF4,18.0,0.12064855192364259,3.3953275770652858,False
1,14.0,AF8,18.0,0.07488250013694017,-1.5912853274683545,False
1,14.0,F1,18.0,0.12959393063559674,3.9172549474290648,False
1,14.0,F2,18.0,0.1979399691158729,7.205423846741566,False
1,14.0,F6,18.0,0.05158690125746437,-4.904867229023204,False
1,14.0,FC3,18.0,0.052912865271389824,-4.2956653317484825,False
1,14.0,FCz,18.0,0.09865751694036971,0.46967816936949314,False
1,14.0,FC4,18.0,0.13828813946800922,5.655528537041805,False
1,14.0,C5,18.0,0.12279534287273734,1.4356503279082464,False
1,14.0,C1,18.0,0.05093253740032128,-2.6022443577766663,False
1,14.0,C2,18.0,0.10850737629951439,3.9326178036262376,False
1,14.0,C6,18.0,0.0924716980256649,-0.9976032888468676,False
1,14.0,CP3,18.0,0.02503763129097004,-10.088805869560913,False
1,14.0,CPz,18.0,0.08430905832966722,0.5888619568444848,False
1,14.0,CP4,18.0,0.04067793803033429,-3.704159929643216,False
1,14.0,P5,18.0,0.18947551878875954,2.7468616468688567,True
1,14.0,P1,18.0,0.12660219216142096,3.172335395192531,False
1,14.0,P2,18.0,0.11646773311368218,1.1057097624004895,False
1,14.0,PO5,18.0,0.19318073535428337,4.661163805604353,False
1,14.0,PO3,18.0,0.19756796316282504,5.00031093396812,True
1,14.0,PO4,18.0,0.1576561720587938,4.079453228976753,True
1,14.0,PO6,18.0,0.150445124801349,4.09097799908296,False
1,14.0,FT7,18.0,0.20083345437530725,4.826630330878045,False
1,14.0,TP7,18.0,0.03790603913287558,-8.649584144576034,False
1,14.0,TP8,18.0,0.012976195108493972,-13.8910253448453,False
1,14.0,PO7,18.0,0.2034706516394182,5.2850301972958285,True
1,14.0,PO8,18.0,0.14355279797071552,5.86566903840337,True
1,14.0,Fpz,28.0,0.051485093773855274,-1.6804916285849056,False
1,14.0,Fp2,28.0,0.10565289322537834,-1.9233125620608662,False
1,14.0,F3,28.0,0.06876954421750053,-0.051490848259805565,False
1,14.0,Fz,28.0,0.06052921077075087,-0.7517791288312508,False
1,14.0,F4,28.0,0.06851492876941323,-1.9828444193352215,False
1,14.0,F8,28.0,0.13883766077545048,2.9787007985486484,False
1,14.0,FC1,28.0,0.13208777680806275,8.457390488931742,False
1,14.0,FC2,28.0,0.13615216920737017,3.9952943939370145,False
1,14.0,FC6,28.0,0.12442404941645144,1.6442461998334348,False
1,14.0,T7,28.0,0.09996420197994198,2.0708618212643173,False
1,14.0,C3,28.0,0.10267836112756011,8.325573519954633,False
1,14.0,Cz,28.0,0.03416889348355447,-4.210236438047597,False
1,14.0,C4,28.0,0.13551084846881667,4.81492056177334,False
1,14.0,T8,28.0,0.18340628343381918,7.1574554863496065,False
1,14.0,CP5,28.0,0.11731134574368215,4.646120355296855,False
1,14.0,CP1,28.0,0.062143348056126806,3.093197851937537,False
1,14.0,CP6,28.0,0.022984555433054832,-7.172828717225734,False
1,14.0,P7,28.0,0.24661053612762837,8.28591748301331,True
1,14.0,P3,28.0,0.06458547681546531,-0.10402522355501728,True
1,14.0,Pz,28.0,0.024868715767650717,-7.279415064779208,True
1,14.0,P4,28.0,0.020588087785232207,-11.145578086537887,True
1,14.0,P8,28.0,0.07809577619671783,7.357113913913035,True
1,14.0,POz,28.0,0.06829099011414326,0.0845226815877553,True
1,14.0,O1,28.0,0.30446854642078597,10.64656984796022,True
1,14.0,Oz,28.0,0.27206001899958554,8.000964366483299,True
1,14.0,O2,28.0,0.20615007575585495,9.142459142683117,True
1,14.0,AF7,28.0,0.11166844608063421,4.679384991084222,False
1,14.0,AF3,28.0,0.0673752900369606,-0.18779595092976442,False
1,14.0,AF4,28.0,0.13266934898562535,0.7501591370629015,False
1,14.0,AF8,28.0,0.1465975837260142,2.308976881857031,False
1,14.0,F1,28.0,0.047671218172523414,-3.4217452024007033,False
1,14.0,F2,28.0,0.06069190083617405,-1.6097619979903268,False
1,14.0,F6,28.0,0.13503701408647129,1.6506965325430438,False
1,14.0,FC3,28.0,0.114085117622611,5.0653317169396175,False
1,14.0,FCz,28.0,0.0849467984573675,1.6945133168216335,False
1,14.0,FC4,28.0,0.06218433286772776,-0.7375200626732265,False
1,14.0,C5,28.0,0.12661575982486853,7.334787436749611,False
1,14.0,C1,28.0,0.08189013975184223,4.11768756928022,False
1,14.0,C2,28.0,0.03659293133888231,-3.5834298974055017,False
1,14.0,C6,28.0,0.05636971786047059,-1.613514649046718,False
1,14.0,CP3,28.0,0.05739767180305697,-0.2031643751163269,False
1,14.0,CPz,28.0,0.06988896729637419,0.29904390902421435,False
1,14.0,CP4,28.0,0.03379571519036215,-2.006235968474604,False
1,14.0,P5,28.0,0.021649299870459028,-11.822992826201384,True
1,14.0,P1,28.0,0.02690522003931925,-4.930206376957255,False
1,14.0,P2,28.0,0.08007819938915216,-1.7885589559792177,False
1,14.0,PO5,28.0,0.2459445878519132,10.294842407887746,False
1,14.0,PO3,28.0,0.23786574727502516,10.493717503849798,True
1,14.0,PO4,28.0,0.10791937794779295,7.1835182639370405,True
1,14.0,PO6,28.0,0.12557223656876199,9.782564433674654,False
1,14.0,FT7,28.0,0.06125044398531317,-1.3678150841752565,False
1,14.0,TP7,28.0,0.12522089924593602,3.0338988905569595,False
1,14.0,TP8,28.0,0.05488754673654501,-0.5288943454708679,False
1,14.0,PO7,28.0,0.24632933148124675,9.884928876726022,True
1,14.0,PO8,28.0,0.10047765650877508,4.071977696843396,True
2,9.0,Fpz,9.0,0.18266694679810433,1.6142121630658695,False
2,9.0,Fp2,9.0,0.19745266516826093,2.501773448484096,False
2,9.0,F3,9.0,0.25098797299338454,7.6881256377350295,False
2,9.0,Fz,9.0,0.23142294617662548,5.640106494706714,False
2,9.0,F4,9.0,0.323422476507254,7.445148216776025,False
2,9.0,F8,9.0,0.08804311889807798,-7.661610872597561,False
2,9.0,FC1,9.0,0.24472028148382982,4.457846710906347,False
2,9.0,FC2,9.0,0.2732274628367902,4.7684836258146825,False
2,9.0,FC6,9.0,0.21078475327828833,1.7984259225524841,False
2,9.0,T7,9.0,0.38343500303267203,2.056149925596022,False
2,9.0,C3,9.0,0.25311253858809546,6.114849136058965,False
2,9.0,Cz,9.0,0.2577752772885035,4.440642794388843,False
2,9.0,C4,9.0,0.15914097689478088,0.5368461062490325,False
2,9.0,T8,9.0,0.18646452819114562,-2.7216906723870076,False
2,9.0,CP5,9.0,0.18136166570399226,-1.1056771928975042,False
2,9.0,CP1,9.0,0.12372817700949587,-3.525264449174622,False
2,9.0,CP6,9.0,0.20057225571110443,3.134267927477037,False
2,9.0,P7,9.0,0.2642621945845562,3.729641339798742,True
2,9.0,P3,9.0,0.23495728441600644,5.8238443669658615,True
2,9.0,Pz,9.0,0.21801595029752957,0.16786487460052651,True
2,9.0,P4,9.0,0.10944879732145293,-3.221997790621546,True
2,9.0,P8,9.0,0.22898777096885778,2.5057175168307664,True
2,9.0,POz,9.0,0.5379599796858089,5.472823899676501,True
2,9.0,O1,9.0,1.1636070198322357,14.809952981217743,True
2,9.0,Oz,9.0,1.1819836011164977,13.001997011749884,True
2,9.0,O2,9.0,0.4979168083837018,6.072237680028515,True
2,9.0,AF7,9.0,0.209046192899274,0.7870537743691565,False
2,9.0,AF3,9.0,0.1851469790460735,1.8375192662758844,False
2,9.0,AF4,9.0,0.19546492337505098,2.189731249059926,False
2,9.0,AF8,9.0,0.0836037439504678,-8.299665948920719,False
2,9.0,F1,9.0,0.24203138011366088,6.548727200906125,False
2,9.0,F2,9.0,0.23984665295301286,4.12677292926214,False
2,9.0,F6,9.0,0.0982068394814441,-6.737097605206376,False
2,9.0,FC3,9.0,0.31547480288324914,8.650328994685276,False
2,9.0,FCz,9.0,0.040229777576126,-10.955633924072572,False
2,9.0,FC4,9.0,0.24316159863276973,5.27590422534519,False
2,9.0,C5,9.0,0.2096607039949829,0.8169347933319903,False
2,9.0,C1,9.0,0.32778128279336444,5.392626562171686,False
2,9.0,C2,9.0,0.24595268742380116,2.940605301341783,False
2,9.0,C6,9.0,0.057732757410089444,-11.30549682975037,False
2,9.0,CP3,9.0,0.32947305927548887,9.054525973638315,False
2,9.0,CPz,9.0,0.17513896852508934,-2.8136561276370635,False
2,9.0,CP4,9.0,0.1452740212195421,2.0073591523041583,False
2,9.0,P5,9.0,0.23661391071965016,0.2813677231968025,True
2,9.0,P1,9.0,0.2089902791074495,2.6519442438554828,False
2,9.0,P2,9.0,0.21395381666566143,1.7291669436354469,False
2,9.0,PO5,9.0,0.5081842445854817,6.076016381954631,False
2,9.0,PO3,9.0,0.5128133552226257,6.934293527945376,True
2,9.0,PO4,9.0,0.20796904628806853,2.7007970255677765,True
2,9.0,PO6,9.0,0.2061206043167271,2.4082837009355216,False
2,9.0,FT7,9.0,0.19479630135331896,-0.9946370572647838,False
2,9.0,TP7,9.0,0.38307433675098307,5.333098607124709,False
2,9.0,TP8,9.0,0.10984349975627761,-5.687511667502347,False
2,9.0,PO7,9.0,0.5480616039952928,7.040359033216637,True
2,9.0,PO8,9.0,0.3050649367217926,4.692190411427689,True
2,9.0,Fpz,14.0,0.14226408481056424,6.045900215143919,False
2,9.0,Fp2,14.0,0.15433851028064308,5.07681067984908,False
2,9.0,F3,14.0,0.048741270990544365,-6.046546269246868,False
2,9.0,Fz,14.0,0.03832559683499598,-9.157763706915341,False
2,9.0,F4,14.0,0.12832592504213547,2.014059783626541,False
2,9.0,F8,14.0,0.20529405357500316,7.054712505816906,False
2,9.0,FC1,14.0,0.03730551607813637,-6.480776224202919,False
2,9.0,FC2,14.0,0.0970899208884497,1.2063055456873133,False
2,9.0,FC6,14.0,0.16526483459151264,5.956551011058421,False
2,9.0,T7,14.0,0.2310349803163842,8.620036751565907,False
2,9.0,C3,14.0,0.07756131809711012,5.384367508509078,False
2,9.0,Cz,14.0,0.1119920281380833,4.681092004029217,False
2,9.0,C4,14.0,0.0787479699491442,-4.3386802982826635,False
2,9.0,T8,14.0,0.22424329558814235,3.6790948284388465,False
2,9.0,CP5,14.0,0.1615408440265593,3.994070645414421,False
2,9.0,CP1,14.0,0.11194765796025162,4.846077906777217,False
2,9.0,CP6,14.0,0.17110153835321434,2.7927515403938807,False
2,9.0,P7,14.0,0.1275500278802998,0.7798239532200252,True
2,9.0,P3,14.0,0.1462755805635252,3.1322685413235614,True
2,9.0,Pz,14.0,0.14749644411100687,3.5374717208067303,True
2,9.0,P4,14.0,0.11606244008897948,1.9337816369479919,True
2,9.0,P8,14.0,0.06984131913386717,0.6238352240725644,True
2,9.0,POz,14.0,0.11400139256672163,-0.4332906789178024,True
2,9.0,O1,14.0,0.11797666327336544,0.20127993357601892,True
2,9.0,Oz,14.0,0.13964922976698824,5.031412779581814,True
2,9.0,O2,14.0,0.13586503695813543,0.977200902923425,True
2,9.0,AF7,14.0,0.15137335284309264,4.841425314947025,False
2,9.0,AF3,14.0,0.15318518147895382,6.3152600347822485,False
2,9.0,AF4,14.0,0.1461193578000394,5.4696805471502365,False
2,9.0,AF8,14.0,0.1870183032955608,5.394607854170927,False
2,9.0,F1,14.0,0.0328083402986709,-9.921193841773729,False
2,9.0,F2,14.0,0.0906517051677256,-2.0834114726214095,False
2,9.0,F6,14.0,0.19874936993904205,6.772210537793576,False
2,9.0,FC3,14.0,0.0388153279542857,-10.737930895329509,False
2,9.0,FCz,14.0,0.05839159250424277,-5.418230605006899,False
2,9.0,FC4,14.0,0.013536403450279084,-18.309842865816616,False
2,9.0,C5,14.0,0.10205642695698672,0.43286011473546937,False
2,9.0,C1,14.0,0.05001073213851095,-4.993057794608952,False
2,9.0,C2,14.0,0.027229553219749392,-9.438179291716866,False
2,9.0,C6,14.0,0.08799533097227992,-4.000287330839964,False
2,9.0,CP3,14.0,0.07410727229898459,-2.476569462132561,False
2,9.0,CPz,14.0,0.1581596324636831,4.060080070653893,False
2,9.0,CP4,14.0,0.015349705327984997,-15.53237838768859,False
2,9.0,P5,14.0,0.1769960505952116,4.243376568328214,True
2,9.0,P1,14.0,0.14566488927006102,5.7029871587527925,False
2,9.0,P2,14.0,0.04949717346976811,-4.406393490738389,False
2,9.0,PO5,14.0,0.13825985500964813,3.306843630980447,False
2,9.0,PO3,14.0,0.1131714111144546,0.5072164109906243,True
2,9.0,PO4,14.0,0.13772666368773742,2.904484006413717,True
2,9.0,PO6,14.0,0.12978760127302386,2.323744424945415,False
2,9.0,FT7,14.0,0.0879837047997743,-0.3344705302654679,False
2,9.0,TP7,14.0,0.12867437912341462,2.61005036811984,False
2,9.0,TP8,14.0,0.06590921827470496,-2.71451501161649,False
2,9.0,PO7,14.0,0.11482079569073277,2.4877356737314713,True
2,9.0,PO8,14.0,0.08994491064209902,-3.555723318698602,True
2,9.0,Fpz,18.0,0.22185507555890732,10.230545092096746,False
2,9.0,Fp2,18.0,0.15093798576852105,3.9607413627190695,False
2,9.0,F3,18.0,0.1562311081288056,7.322587490337735,False
2,9.0,Fz,18.0,0.16312581618239658,7.167840596574977,False
2,9.0,F4,18.0,0.12915996238879662,5.561776414984526,False
2,9.0,F8,18.0,0.10002112606770353,-0.9517553567069914,False
2,9.0,FC1,18.0,0.18850841114449954,7.582445334637869,False
2,9.0,FC2,18.0,0.16610987344167372,10.316946009256059,False
2,9.0,FC6,18.0,0.2720526006292507,7.168354194876669,False
2,9.0,T7,18.0,0.07280280986246541,-2.7036208723986954,False
2,9.0,C3,18.0,0.04675325360560179,-6.550181333138011,False
2,9.0,Cz,18.0,0.067770430915997,3.2362211182013922,False
2,9.0,C4,18.0,0.13417799590433427,3.659435980860412,False
2,9.0,T8,18.0,0.09719449239723488,0.9833682448993776,False
2,9.0,CP5,18.0,0.1974003386587516,8.37806697386924,False
2,9.0,CP1,18.0,0.07458042839566727,2.2167557225245123,False
2,9.0,CP6,18.0,0.07759612568668502,2.8704449835270562,False
2,9.0,P7,18.0,0.25081320479651287,10.069050116903027,True
2,9.0,P3,18.0,0.15777075746668015,8.609670681258798,True
2,9.0,Pz,18.0,0.14774493609146228,7.830157231876168,True
2,9.0,P4,18.0,0.1381678595621572,3.0175674092616878,True
2,9.0,P8,18.0,0.1074350322166953,1.820476517351495,True
2,9.0,POz,18.0,0.11282757409922105,5.884067247828845,True
2,9.0,O1,18.0,0.3298055775524478,11.497368462489339,True
2,9.0,Oz,18.0,0.177956620470214,5.723421303343051,True
2,9.0,O2,18.0,0.1706428661691992,2.39813166499548,True
2,9.0,AF7,18.0,0.16806515686011606,4.284317326071038,False
2,9.0,AF3,18.0,0.21161878020819908,10.526185116637272,False
2,9.0,AF4,18.0,0.14826213604059538,5.045659738019443,False
2,9.0,AF8,18.0,0.11146383291497103,-1.2490630035936627,False
2,9.0,F1,18.0,0.14791509310243625,8.930154013156049,False
2,9.0,F2,18.0,0.1433953200022494,6.053136241355012,False
2,9.0,F6,18.0,0.12599288937254668,-0.012138364733655942,False
2,9.0,FC3,18.0,0.042411447965723555,-6.082144794619743,False
2,9.0,FCz,18.0,0.13597258686528138,6.209279435335909,False
2,9.0,FC4,18.0,0.13890331900238506,4.213575341315827,False
2,9.0,C5,18.0,0.05308809279591138,-5.737805101084125,False
2,9.0,C1,18.0,0.048021817187571904,-2.690178457918491,False
2,9.0,C2,18.0,0.09371168747183072,5.587443584894394,False
2,9.0,C6,18.0,0.03268725560489222,-10.270138676548653,False
2,9.0,CP3,18.0,0.05606767247472036,0.16457094338664355,False
2,9.0,CPz,18.0,0.040204118440010934,-7.0269398251376884,False
2,9.0,CP4,18.0,0.08500354819768906,-1.2174309122636435,False
2,9.0,P5,18.0,0.2862385989544923,9.867675366023526,True
2,9.0,P1,18.0,0.16158755829941557,7.737703741127029,False
2,9.0,P2,18.0,0.12872750739161598,2.1428937065580826,False
2,9.0,PO5,18.0,0.3439449590854158,18.8596056570455,False
2,9.0,PO3,18.0,0.33033093823457604,17.099986043742796,True
2,9.0,PO4,18.0,0.17214489020690046,9.287384626475351,True
2,9.0,PO6,18.0,0.18417632166477382,10.125642129763133,False
2,9.0,FT7,18.0,0.1251649319872472,5.328189037110114,False
2,9.0,TP7,18.0,0.13346236260208802,1.2070352106578877,False
2,9.0,TP8,18.0,0.11715583462709363,6.371100587943425,False
2,9.0,PO7,18.0,0.34291887762403706,15.290513751843264,True
2,9.0,PO8,18.0,0.17581110497789487,7.827481826752203,True
2,9.0,Fpz,28.0,0.042723943091767455,-5.098766834898654,False
2,9.0,Fp2,28.0,0.07320601777478333,-5.342427891813659,False
2,9.0,F3,28.0,0.018436965721213117,-5.977963694622447,False
2,9.0,Fz,28.0,0.01265901905843133,-8.730781956997305,False
2,9.0,F4,28.0,0.030277992323335032,-6.757102195296961,False
2,9.0,F8,28.0,0.06823908675539907,-6.0022342013459795,False
2,9.0,FC1,28.0,0.027332605014495928,-6.051882356528146,False
2,9.0,FC2,28.0,0.023905135261741584,-5.786948318936941,False
2,9.0,FC6,28.0,0.0754267021122317,-0.6661126590864326,False
2,9.0,T7,28.0,0.13887550727315556,6.535609033529592,False
2,9.0,C3,28.0,0.03279576761474081,-1.5318745461173469,False
2,9.0,Cz,28.0,0.037455462673492715,-0.21046592819752385,False
2,9.0,C4,28.0,0.045447391248724135,-3.751634588134255,False
2,9.0,T8,28.0,0.026608418500896073,-8.361184507258972,False
2,9.0,CP5,28.0,0.07131247747643239,0.18582188659129434,False
2,9.0,CP1,28.0,0.04471544468924805,-0.5222801220075082,False
2,9.0,CP6,28.0,0.02448378775963533,-4.282340103300575,False
2,9.0,P7,28.0,0.0736250550087346,-1.5968796168091528,True
2,9.0,P3,28.0,0.00977601236465802,-13.165257343722022,True
2,9.0,Pz,28.0,0.012169477306937723,-13.84786845323545,True
2,9.0,P4,28.0,0.04146261215936698,-2.64151975819562,True
2,9.0,P8,28.0,0.06838746391610376,0.6714643159838276,True
2,9.0,POz,28.0,0.07649195239675778,2.3736844910443535,True
2,9.0,O1,28.0,0.053428415796052245,-6.839804725588859,True
2,9.0,Oz,28.0,0.06855568656594976,-1.167033669794346,True
2,9.0,O2,28.0,0.07596108438308012,2.1920486521084963,True
2,9.0,AF7,28.0,0.06804130757531447,2.792574991122679,False
2,9.0,AF3,28.0,0.04062980908812098,-5.1702195324315445,False
2,9.0,AF4,28.0,0.08168330514240185,-3.4927826547518546,False
2,9.0,AF8,28.0,0.07625611199485914,-5.456344845732911,False
2,9.0,F1,28.0,0.03108044917869935,-3.872166482354829,False
2,9.0,F2,28.0,0.03950123997561931,-1.951671641433109,False
2,9.0,F6,28.0,0.08494158144630652,-4.437850476415953,False
